Brand,SKU,Paint Name,Paint Class,Size,Count,Color
Army Painter,WP3168,Verdigris,Warpaints Fanatic,18 ml,1,#3A9070
Army Painter,WP3169,Oil Stains,Warpaints Fanatic,18 ml,1,#2A2820
Army Painter,WP3170,Oozing Vomit,Warpaints Fanatic,18 ml,1,#98A830
Army Painter,WP3171,Warpaints Stabilizer,Warpaints Fanatic,18 ml,1,#E8E8E8
Army Painter,WP3172,Warpaints Retarder,Warpaints Fanatic,18 ml,1,#E8E8E8
Army Painter,WP3173,Gloss Varnish,Warpaints Fanatic,18 ml,1,#F0F0F0
Army Painter,WP3174,Matt Varnish,Warpaints Fanatic,18 ml,1,#F0F0F0
Army Painter,WP3176,Plasma Coil Glow,Warpaints Fanatic,18 ml,1,#6060FF
Army Painter,WP3177,Data System Glow,Warpaints Fanatic,18 ml,1,#00FF80
Army Painter,WP3178,Lens Flare Glow,Warpaints Fanatic,18 ml,1,#FFFF00
Army Painter,WP3179,Radiation Glow,Warpaints Fanatic,18 ml,1,#80FF00
Army Painter,WP3180,Power Node Glow,Warpaints Fanatic,18 ml,1,#FF8000
Army Painter,WP3181,Rough Iron,Warpaints Fanatic,18 ml,1,#4A4844
Army Painter,WP3182,Red Copper,Warpaints Fanatic,18 ml,1,#8C4830
Army Painter,WP3183,Weapon Bronze,Warpaints Fanatic,18 ml,1,#8A7040
Army Painter,WP3184,True Copper,Warpaints Fanatic,18 ml,1,#B86830
Army Painter,WP3185,Evil Chrome,Warpaints Fanatic,18 ml,1,#B0B8C0
Army Painter,WP3186,True Brass,Warpaints Fanatic,18 ml,1,#A89040
Army Painter,WP3187,Tainted Gold,Warpaints Fanatic,18 ml,1,#887028
Army Painter,WP3188,Greedy Gold,Warpaints Fanatic,18 ml,1,#B89040
Army Painter,WP3189,Bright Gold,Warpaints Fanatic,18 ml,1,#D4A830
Army Painter,WP3190,Mithril,Warpaints Fanatic,18 ml,1,#C8CCCE
Army Painter,WP3191,Shining Silver,Warpaints Fanatic,18 ml,1,#D0D2D4
Army Painter,WP3192,Plate Mail Metal,Warpaints Fanatic,18 ml,1,#A0A4A8
Army Painter,WP3193,Gun Metal,Warpaints Fanatic,18 ml,1,#505860
Army Painter,WP3194,Cobalt Metal,Warpaints Fanatic,18 ml,1,#4A5880
Army Painter,WP3195,Death Metal,Warpaints Fanatic,18 ml,1,#303438
Army Painter,WP3196,Dark Emerald,Warpaints Fanatic,18 ml,1,#286858
Army Painter,WP3197,Glittering Green,Warpaints Fanatic,18 ml,1,#407840
Army Painter,WP3198,Gemstone Red,Warpaints Fanatic,18 ml,1,#881828
Army Painter,WP3199,Dark Tone,Warpaints Fanatic,18 ml,1,#201818
Army Painter,WP3200,Strong Tone,Warpaints Fanatic,18 ml,1,#2A2018
Army Painter,WP3201,Soft Tone,Warpaints Fanatic,18 ml,1,#483828
Army Painter,WP3202,Light Tone,Warpaints Fanatic,18 ml,1,#806850
Army Painter,WP3204,Rust Tone,Warpaints Fanatic,18 ml,1,#603820
Army Painter,WP3205,Dark Red Tone,Warpaints Fanatic,18 ml,1,#501820
Army Painter,WP3206,Red Tone,Warpaints Fanatic,18 ml,1,#702828
Army Painter,WP3207,Orange Tone,Warpaints Fanatic,18 ml,1,#804020
Army Painter,WP3208,Green Tone,Warpaints Fanatic,18 ml,1,#204828
Army Painter,WP3209,Military Shade,Warpaints Fanatic,18 ml,1,#304028
Army Painter,WP3210,Blue Tone,Warpaints Fanatic,18 ml,1,#182848
Army Painter,WP3211,Dark Blue Tone,Warpaints Fanatic,18 ml,1,#101828
Army Painter,WP3212,Purple Tone,Warpaints Fanatic,18 ml,1,#281840
Army Painter,WP3213,Magenta Tone,Warpaints Fanatic,18 ml,1,#401828
Army Painter,WP3214,Strong Skin Shade,Warpaints Fanatic,18 ml,1,#604030
Army Painter,WP3216,Wash Medium,Warpaints Fanatic,18 ml,1,#F0F0F0
Army Painter,WP4000,The Darkness,John Blanche,18 ml,1,#1A1410
Army Painter,WP4001,Ivory White,John Blanche,18 ml,1,#E8E0C8
Army Painter,WP4002,Ironclad Grey,John Blanche,18 ml,1,#707880
Army Painter,WP4003,Moonbeam Yellow,John Blanche,18 ml,1,#E8D880
Army Painter,WP4004,Blighted Green,John Blanche,18 ml,1,#809040
Army Painter,WP4005,Banshee Brown,John Blanche,18 ml,1,#B8B098
Army Painter,WP4006,Bloodmoon Red,John Blanche,18 ml,1,#8A2020
Army Painter,WP4007,Warm Skin Shade,John Blanche,18 ml,1,#C07858
Army Painter,WP4008,Grimdark Shadow,John Blanche,18 ml,1,#3A2828
Army Painter,WP4009,Emperor Gold,John Blanche,18 ml,1,#B89030
Army Painter,WP4010,Fiery Vermilion,John Blanche,18 ml,1,#E84020
Army Painter,WP4011,Sunburst Ochre,John Blanche,18 ml,1,#D09020
Army Painter,WP4012,Midnight Olive,John Blanche,18 ml,1,#405030
Army Painter,WP4013,Tainted Garden,John Blanche,18 ml,1,#507060
Army Painter,WP4014,Blanched Berry,John Blanche,18 ml,1,#D0A8B8
Army Painter,WP4015,Ruddy Terra,John Blanche,18 ml,1,#B05030
Army Painter,WP4016,Turnbull Turquoise,John Blanche,18 ml,1,#507880
Army Painter,WP4017,Voodoo Shade,John Blanche,18 ml,1,#402858
Army Painter,WP4018,Grim Rust,John Blanche,18 ml,1,#A05020
Army Painter,WP4019,Heavy Metal,John Blanche,18 ml,1,#505860
Citadel,24-14,Nuln Oil,Shade,18 ml,1,#201A18
Citadel,24-15,Agrax Earthshade,Shade,18 ml,1,#3A2A18
DecoArt,DCA01,White,Crafter's Acrylic,2 oz,1,#F8F8F8
DecoArt,DCA03,Antique White,Crafter's Acrylic,2 oz,1,#F0E8D0
DecoArt,DCA05,Antique Gold,Crafter's Acrylic,2 oz,1,#C89820
DecoArt,DCA08,Pure Pumpkin,Crafter's Acrylic,2 oz,1,#F06820
DecoArt,DCA09,Natural Beige / Flesh,Crafter's Acrylic,2 oz,1,#E8C0A0
DecoArt,DCA102,Tropical Blue,Crafter's Acrylic,2 oz,1,#2090D0
DecoArt,DCA104,Holiday Green,Crafter's Acrylic,2 oz,1,#208040
DecoArt,DCA11,Burnt Sienna,Crafter's Acrylic,2 oz,1,#A04818
DecoArt,DCA15,Tan,Crafter's Acrylic,2 oz,1,#D0A870
DecoArt,DCA158,Teal Blue,Crafter's Acrylic,2 oz,1,#108090
DecoArt,DCA16,Burnt Umber,Crafter's Acrylic,2 oz,1,#603018
DecoArt,DCA20,Christmas Red,Crafter's Acrylic,2 oz,1,#CC1010
DecoArt,DCA26,Lavender,Crafter's Acrylic,2 oz,1,#C0A0D8
DecoArt,DCA29,Navy Blue,Crafter's Acrylic,2 oz,1,#102060
DecoArt,DCA41,Hunter Green,Crafter's Acrylic,2 oz,1,#1A5020
DecoArt,DCA42,Turquoise,Crafter's Acrylic,2 oz,1,#20A8B8
DecoArt,DCA47,Black,Crafter's Acrylic,2 oz,1,#0A0A0A
DecoArt,DCA49,Bright Yellow,Crafter's Acrylic,2 oz,1,#FFE020
DecoArt,DCA69,Wild Rose Pink,Crafter's Acrylic,2 oz,1,#E880A0
DecoArt,DCA73,Regal Purple,Crafter's Acrylic,2 oz,1,#6020A0
DecoArt,DCA79,Truly Blue,Crafter's Acrylic,2 oz,1,#2040C0
DecoArt,DCA85,Wild Green,Crafter's Acrylic,2 oz,1,#50A840
DecoArt,DCA94,Storm Cloud Grey,Crafter's Acrylic,2 oz,1,#808898
DecoArt,DCA99,Fun Fuchsia,Crafter's Acrylic,2 oz,1,#E830A8
Dirty Down,,Moss,,25 ml,1,#4A6A40
Dirty Down,,Rust,,25 ml,1,#9A4820
Dirty Down,,Verdigris,,25 ml,1,#3A9070
FW Inks,011,White,Acrylic,1 oz,1,#F5F5F5
FW Inks,028,Black (India),Acrylic,1 oz,1,#111111
FW Inks,065,Payne's Grey,Acrylic,1 oz,1,#2B3040
FW Inks,120,Process Cyan,Acrylic,1 oz,1,#00AAEE
FW Inks,223,Burnt Umber,Acrylic,1 oz,1,#4E2F1D
FW Inks,251,Sepia,Acrylic,6 oz,1,#4A3728
FW Inks,412,Process Magenta,Acrylic,1 oz,1,#EE0088
FW Inks,513,Crimson,Acrylic,1 oz,1,#AA0022
FW Inks,517,Flame Red,Acrylic,1 oz,1,#EE2200
FW Inks,53,Cool Grey,Acrylic,1 oz,1,#888888
FW Inks,675,Process Yellow,Acrylic,1 oz,1,#FFDD00
FolkArt,2554,Classic Green,Acrylic Colors,2 oz,1,#407040
FolkArt,2560,Bark Brown,Acrylic Colors,2 oz,1,#6A4020
FolkArt,36223,Shimmering Steel,Metallics,2 oz,1,#A0A8B0
FolkArt,36255,Canyon Sunset,Acrylic Colors,2 oz,1,#D08050
FolkArt,36260,Roasted Pecan,Acrylic Colors,2 oz,1,#8A5830
FolkArt,6448,Daybreak,Acrylic Colors,2 oz,1,#F0C8A0
FolkArt,6456,Mossy Meadow,Acrylic Colors,2 oz,1,#508050
FolkArt,JA406,Hunter Green,Acrylic Colors,2 oz,1,#1A5020
FolkArt,JA481,Aqua,Acrylic Colors,2 oz,1,#40C0A0
FolkArt,JA627,Tangerine,Acrylic Colors,2 oz,1,#F08020
FolkArt,JA936,Barn Wood,Acrylic Colors,2 oz,1,#807060
FolkArt,JA953,Camel,Acrylic Colors,2 oz,1,#C09860
FolkArt,K420,Linen,Acrylic Colors,2 oz,1,#E8E0C8
FolkArt,K425,Medium Gray,Acrylic Colors,2 oz,1,#909090
FolkArt,K452,Raw Sienna,Acrylic Colors,2 oz,1,#C07030
FolkArt,K479,Pure Black,Acrylic Colors,2 oz,1,#0A0A0A
FolkArt,K515,Vintage White,Acrylic Colors,2 oz,1,#F0EAD6
FolkArt,K660,Pure Gold,Metallics,2 oz,1,#D4A020
FolkArt,K917,Yellow Ochre,Acrylic Colors,2 oz,1,#C09030
FolkArt,K940,Coffee Bean,Acrylic Colors,2 oz,1,#3A2010
Golden,3535,Airbrush Medium,Fluid Mediums,16 oz,1,#E8E8E8
Green Stuff World,1818,Badlands,Crackle Paint,60 ml,1,#7A6048
Kaleido ColorWorks,KP201,White Matt,Primer,210 ml,1,#F0F0F0
Kaleido ColorWorks,KP202,Gray Matt,Primer,210 ml,1,#909090
Kaleido ColorWorks,KP203,Black Matt,Primer,210 ml,1,#141414
Kaleido ColorWorks,KP204,Black Gloss,Primer,210 ml,1,#0A0A0A
Mr. Hobby,P-119,Mr. Dissolved Putty,Putty/Cement,40 ml,1,#E8C890
Mr. Hobby,SF-248,Mr. Surfacer 1000,Mr. Surfacer,40 ml,1,#C0C0C0
Pro Acryl,AMP-002,Cool Grey,AMP Colors,22 ml,1,#858788
Pro Acryl,AMP-004,Black Red,AMP Colors,22 ml,1,#66342E
Pro Acryl,AMP-005,Dark Navy Blue,AMP Colors,22 ml,1,#2C2D43
Pro Acryl,AMP-006,Beige Grey,AMP Colors,22 ml,1,#C8BFA8
Pro Acryl,AMP-007,Orange Yellow,AMP Colors,22 ml,1,#E8A830
Pro Acryl,AMP-008,Peach Flesh,AMP Colors,22 ml,1,#F0C0A0
Pro Acryl,AMP-009,Bright Green Blue,AMP Colors,22 ml,1,#40C0E0
Pro Acryl,AMP-010,Steel,AMP Colors,22 ml,1,#8B8C8C
Pro Acryl,AMP-011,Magenta Wash,AMP Colors,22 ml,1,#D2547F
Pro Acryl,AMP-012,Petroleum Brown Wash,AMP Colors,22 ml,1,#8A7255
Pro Acryl,AMP-013,Slate Grey,AMP Colors,22 ml,1,#494950
Pro Acryl,AMP-017,Red Orange,AMP Colors,22 ml,1,#E64C2D
Pro Acryl,AMP-018,Burnt Umber,AMP Colors,22 ml,1,#7A5038
Pro Acryl,AMP-020,Green Brown,AMP Colors,22 ml,1,#6A6040
Pro Acryl,AMP-021,Bright Brown Grey,AMP Colors,22 ml,1,#B8A888
Pro Acryl,AMP-022,Grey Green,AMP Colors,22 ml,1,#8A9878
Pro Acryl,AMP-023,Brown Grey Wash,AMP Colors,22 ml,1,#807872
Pro Acryl,AMP-024,Payne's Grey Wash,AMP Colors,22 ml,1,#69717B
Pro Acryl,MEA-001,Titanium White,Expert Acrylics,30 ml,1,#F5F5F5
Pro Acryl,MEA-002,Carbon Black,Expert Acrylics,30 ml,1,#1A1A1A
Pro Acryl,MEA-003,Pyrrole Red,Expert Acrylics,30 ml,1,#C82030
Pro Acryl,MEA-004,Permanent Green Light,Expert Acrylics,30 ml,1,#40B830
Pro Acryl,MEA-005,Prussian Blue,Expert Acrylics,30 ml,1,#1A3060
Pro Acryl,MEA-006,Pyrrole Orange,Expert Acrylics,30 ml,1,#F06010
Pro Acryl,MEA-007,Burnt Umber,Expert Acrylics,30 ml,1,#5A3018
Pro Acryl,MEA-008,Dioxazine Violet,Expert Acrylics,30 ml,1,#3A1860
Pro Acryl,MEA-009,Sap Green,Expert Acrylics,30 ml,1,#2A6020
Pro Acryl,MEA-010,Burnt Sienna,Expert Acrylics,30 ml,1,#8A4818
Pro Acryl,MEA-011,Nickel Azo Yellow,Expert Acrylics,30 ml,1,#C8A820
Pro Acryl,MEA-012,Sepia,Expert Acrylics,30 ml,1,#4A3020
Pro Acryl,MEA-013,Payne's Grey,Expert Acrylics,30 ml,1,#2B3040
Pro Acryl,MEA-014,Primary Cyan,Expert Acrylics,30 ml,1,#00A8E8
Pro Acryl,MEA-015,Primary Magenta,Expert Acrylics,30 ml,1,#E80080
Pro Acryl,MEA-016,Primary Yellow,Expert Acrylics,30 ml,1,#FFD800
Pro Acryl,MPA-001,Bold Titanium White,,22 ml,1,#F8F8F8
Pro Acryl,MPA-002,Coal Black,,22 ml,1,#2A2A2A
Pro Acryl,MPA-003,Bold Pyrrole Red,,22 ml,1,#CB2535
Pro Acryl,MPA-004,Green,,22 ml,1,#06834A
Pro Acryl,MPA-005,Blue,,22 ml,1,#1061AB
Pro Acryl,MPA-006,Golden Yellow,,22 ml,1,#F7D308
Pro Acryl,MPA-007,Orange,,22 ml,1,#F0792D
Pro Acryl,MPA-008,Burnt Red,,22 ml,1,#803939
Pro Acryl,MPA-009,Mahogany,,22 ml,1,#574644
Pro Acryl,MPA-010,Purple,,22 ml,1,#7F517D
Pro Acryl,MPA-011,Magenta,,22 ml,1,#BB4D73
Pro Acryl,MPA-012,Sky Blue,,22 ml,1,#349ED6
Pro Acryl,MPA-013,Faded Ultramarine,,22 ml,1,#6D8CC1
Pro Acryl,MPA-014,Dark Grey Blue,,22 ml,1,#1C3E62
Pro Acryl,MPA-015,Bright Warm Grey,,22 ml,1,#ABB2A1
Pro Acryl,MPA-016,Dark Warm Grey,,22 ml,1,#4E5154
Pro Acryl,MPA-017,Golden Brown,,22 ml,1,#D2AC6D
Pro Acryl,MPA-018,Light Umber,,22 ml,1,#70584B
Pro Acryl,MPA-019,Dark Umber,,22 ml,1,#54443F
Pro Acryl,MPA-020,Camo Green,,22 ml,1,#53614D
Pro Acryl,MPA-021,Jade,,22 ml,1,#056262
Pro Acryl,MPA-022,Bright Ivory,,22 ml,1,#F6F2DE
Pro Acryl,MPA-023,Ivory,,22 ml,1,#E1D7C8
Pro Acryl,MPA-024,Tan Flesh,,22 ml,1,#DDB3A3
Pro Acryl,MPA-025,Silver,,22 ml,1,#ACAEAE
Pro Acryl,MPA-026,Light Bronze,,22 ml,1,#B4A893
Pro Acryl,MPA-027,Copper,,22 ml,1,#AB836A
Pro Acryl,MPA-028,Rich Gold,,22 ml,1,#BF9868
Pro Acryl,MPA-029,White Gold,,22 ml,1,#B2AC9F
Pro Acryl,MPA-030,Dark Silver,,22 ml,1,#797A7A
Pro Acryl,MPA-031,Bright Gold,,22 ml,1,#D1B18A
Pro Acryl,MPA-032,Bronze,,22 ml,1,#857668
Pro Acryl,MPA-033,Metal Medium,,22 ml,1,#B1B8B4
Pro Acryl,MPA-034,Dark Blue,,22 ml,1,#182449
Pro Acryl,MPA-035,Dark Purple,,22 ml,1,#27224C
Pro Acryl,MPA-036,Dark Camo Green,,22 ml,1,#53564C
Pro Acryl,MPA-037,Burnt Orange,,22 ml,1,#9C493D
Pro Acryl,MPA-038,Yellow Ochre,,22 ml,1,#CB9A4C
Pro Acryl,MPA-039,Bright Yellow Green,,22 ml,1,#96B842
Pro Acryl,MPA-040,Black Brown,,22 ml,1,#4B4645
Pro Acryl,MPA-041,Olive Flesh,,22 ml,1,#C4B29D
Pro Acryl,MPA-042,Shadow Flesh,,22 ml,1,#9F645B
Pro Acryl,MPA-043,Pale Pink,,22 ml,1,#F5D4D2
Pro Acryl,MPA-044,Dark Neutral Grey,,22 ml,1,#46484C
Pro Acryl,MPA-045,Bright Neutral Grey,,22 ml,1,#D5D5D4
Pro Acryl,MPA-046,Transparent Blue,Transparent,22 ml,1,#515A87
Pro Acryl,MPA-047,Transparent Red,Transparent,22 ml,1,#A0514A
Pro Acryl,MPA-048,Transparent Green,Transparent,22 ml,1,#406857
Pro Acryl,MPA-049,Transparent Yellow,Transparent,22 ml,1,#A8A354
Pro Acryl,MPA-050,Transparent Orange,Transparent,22 ml,1,#AD8655
Pro Acryl,MPA-051,Transparent Purple,Transparent,22 ml,1,#594E6B
Pro Acryl,MPA-052,Transparent Brown,Transparent,22 ml,1,#615750
Pro Acryl,MPA-053,Transparent Black,Transparent,22 ml,1,#393A3A
Pro Acryl,MPA-054,Turquoise,,22 ml,1,#0EA1B2
Pro Acryl,MPA-055,Grey Blue,,22 ml,1,#80A0BD
Pro Acryl,MPA-056,Blue Black,,22 ml,1,#444A52
Pro Acryl,MPA-057,Black Green,,22 ml,1,#3B443E
Pro Acryl,MPA-058,Bright Pale Green,,22 ml,1,#C8E8C0
Pro Acryl,MPA-059,Burnt Sienna,,22 ml,1,#763829
Pro Acryl,MPA-060,Pale Yellow,,22 ml,1,#FBEAAF
Pro Acryl,MPA-061,Khaki,,22 ml,1,#CFC39B
Pro Acryl,MPA-062,Dark Golden Brown,,22 ml,1,#614B22
Pro Acryl,MPA-063,Faded Plum,,22 ml,1,#9F8CB3
Pro Acryl,MPA-064,Transparent White,Transparent,22 ml,1,#C1BFBD
Pro Acryl,MPA-065,Yellow Green,,22 ml,1,#6E7849
Pro Acryl,MPA-066,Faded Green,,22 ml,1,#97A68F
Pro Acryl,MPA-067,Bright Jade,,22 ml,1,#3F9F8B
Pro Acryl,MPA-068,Dark Flesh,,22 ml,1,#63403C
Pro Acryl,MPA-069,Burgundy,,22 ml,1,#7B3B45
Pro Acryl,MPA-070,Plum,,22 ml,1,#89528B
Pro Acryl,MPA-071,Pink,,22 ml,1,#EB9DAB
Pro Acryl,MPA-072,Warm Yellow,,22 ml,1,#F8BE14
Pro Acryl,MPA-073,Warm Flesh,,22 ml,1,#F9C884
Pro Acryl,MPA-074,Warm Grey,,22 ml,1,#63696A
Pro Acryl,MPA-075,Neutral Grey,,22 ml,1,#5B6067
Pro Acryl,MPA-200,Black,Washes,22 ml,1,#3E3B3B
Pro Acryl,MPA-201,Brown,Washes,22 ml,1,#594942
Pro Acryl,MPA-202,Flesh,Washes,22 ml,1,#906962
Pro Acryl,MPA-F01,Fluorescent Red,Fluorescent,22 ml,1,#FF2040
Pro Acryl,MPA-F02,Fluorescent Orange,Fluorescent,22 ml,1,#FF6000
Pro Acryl,MPA-F03,Fluorescent Yellow,Fluorescent,22 ml,1,#FFEE00
Pro Acryl,MPA-F04,Fluorescent Green,Fluorescent,22 ml,1,#00FF60
Pro Acryl,MPA-F05,Fluorescent Purple,Fluorescent,22 ml,1,#CC00FF
Pro Acryl,MPA-F06,Fluorescent Pink,Fluorescent,22 ml,1,#FF40B0
Pro Acryl,MPA-S01,Dark Jade,Signature Series,22 ml,1,#2F444A
Pro Acryl,MPA-S02,Payne's Grey,Signature Series,22 ml,1,#383E54
Pro Acryl,MPA-S03,Royal Purple,Signature Series,22 ml,1,#543A62
Pro Acryl,MPA-S04,White Blue,Signature Series,22 ml,1,#C2E4E8
Pro Acryl,MPA-S05,Beige Red,Signature Series,22 ml,1,#C4938A
Pro Acryl,MPA-S06,Dark Yellow Green,Signature Series,22 ml,1,#6B7040
Pro Acryl,MPA-S07,Dark Ivory,Signature Series,22 ml,1,#CBBF99
Pro Acryl,MPA-S08,Dark Warm Flesh,Signature Series,22 ml,1,#DBAF71
Pro Acryl,MPA-S09,Warm Brown,Signature Series,22 ml,1,#9E6E45
Pro Acryl,MPA-S10,Dark Magenta,Signature Series,22 ml,1,#841D37
Pro Acryl,MPA-S11,Dark Plum,Signature Series,22 ml,1,#442430
Pro Acryl,MPA-S12,Red Grey,Signature Series,22 ml,1,#9A8B87
Pro Acryl,MPA-S13,Dark Sea Ben,Signature Series,22 ml,1,#254451
Pro Acryl,MPA-S15,Dark Burgandy,Signature Series,22 ml,1,#574645
Pro Acryl,MPA-S16,Green Oxide,Signature Series,22 ml,1,#6B7A4E
Pro Acryl,MPA-S17,Advanced Flesh Tone,Signature Series,22 ml,1,#A88071
Pro Acryl,MPA-S18,Heavy Warm White,Signature Series,22 ml,1,#F4EDE0
Pro Acryl,MPA-S19,Dark Crimson,Signature Series,22 ml,1,#623F3C
Pro Acryl,MPA-S20,Dark Emerald,Signature Series,22 ml,1,#386467
Pro Acryl,MPA-S22,Brown Grey,Signature Series,22 ml,1,#555350
Pro Acryl,MPA-S23,Bone,Signature Series,22 ml,1,#ACA39D
Pro Acryl,MPA-S24,Dark Bronze,Signature Series,22 ml,1,#74665E
Pro Acryl,MPA-S25,Dark Green Brown,Signature Series,22 ml,1,#4B3F2E
Pro Acryl,MPA-S26,Dark Orange Brown,Signature Series,22 ml,1,#7A4E2A
Pro Acryl,MPA-S27,Orange Brown,Signature Series,22 ml,1,#A8673A
Pro Acryl,MPA-S28,Caramel Brown,Signature Series,22 ml,1,#C98F52
Pro Acryl,MPA-S29,Bright Yellow Ochre,Signature Series,22 ml,1,#D4A835
Pro Acryl,MPA-S30,Bright Pale Yellow,Signature Series,22 ml,1,#F2E680
Pro Acryl,MPA-S31,Orange Red,Signature Series,22 ml,1,#E13B44
Pro Acryl,MPA-S32,Dark Hot Pink,Signature Series,22 ml,1,#BF315D
Pro Acryl,MPA-S33,Bright Green,Signature Series,22 ml,1,#17A162
Pro Acryl,MPA-S34,Dark Turquoise,Signature Series,22 ml,1,#237F95
Pro Acryl,MPA-S35,Ultramarine,Signature Series,22 ml,1,#4B68AA
Pro Acryl,MPA-S36,Bismuth Yellow,Signature Series,22 ml,1,#E8D020
Pro Acryl,MPA-S37,Red Oxide,Adepticon,22 ml,1,#853834
Pro Acryl,MPA-S38,Orange Oxide,Adepticon,22 ml,1,#B86030
Pro Acryl,MPA-S39,Satin Black,Adepticon,22 ml,1,#363535
Pro Acryl,MPA-S40,Drab Brown,Adepticon,22 ml,1,#51422D
Pro Acryl,MPA-S41,Bright Shadow Flesh,Adepticon,22 ml,1,#EA9D82
Pro Acryl,MPA-S42,Magnesium,Adepticon,22 ml,1,#7C766D
Pro Acryl,MPA-S49,NOVA Orange,Signature Series,22 ml,1,#EF732E
Pro Acryl,MPA-T05,Concrete,Basing Textures,120 ml,1,#909090
Pro Acryl,MPA-T07,Brown Earth Fine,Basing Textures,120 ml,1,#7A5030
Pro Acryl,MPA-T08,Brown Earth Coarse,Basing Textures,120 ml,1,#6A4020
Pro Acryl,MPAM-001,Glaze & Wash Medium,,120 ml,1,#E8E8E8
Pro Acryl,MPAM-003,Gloss Varnish,,120 ml,1,#E8E8E8
Pro Acryl,MPAM-004,Newsh Acrylic Weathering Medium,,120 ml,1,#E8E8E8
Pro Acryl,MPAP-002,Black,PRIME,120 ml,2,#1A1A1A
Pro Acryl,MPAP-003,White,PRIME,120 ml,1,#F5F5F5
Pro Acryl,MPAP-005,Dark Neutral Grey,PRIME,120 ml,1,#46484C
Pro Acryl,MPAP-007,Dark Camo Green,PRIME,120 ml,1,#53564C
Pro Acryl,MPAP-011,Black Brown,PRIME,120 ml,1,#4B4645
Pro Acryl,MPAP-017,Brush-On Primer Black,PRIME,22 ml,1,#1A1A1A
Pro Acryl,MPAP-019,Red Oxide,PRIME,120 ml,1,#853834
Pro Acryl,MPAP-023,Dark Purple,PRIME,120 ml,1,#27224C
Pro Acryl,MPAP-029,Taupe,PRIME,120 ml,1,#B0A090
Pro Acryl,MPAR-P02,Matte Black Primer,Spray Primers,500 ml,2,#141414
Pro Acryl,MPAR-P03,Matte White Primer,Spray Primers,500 ml,2,#F0F0F0
Pro Acryl,MPAR-V01,Matte Varnish,Spray Primers,500 ml,1,#E8E8E8
Pro Acryl,MWP-01,Titanium White,Weathering Pigments,37 ml,1,#F5F5F5
Pro Acryl,MWP-02,Black Iron Oxide,Weathering Pigments,37 ml,1,#1A1A1A
Pro Acryl,MWP-03,Red Iron Oxide,Weathering Pigments,37 ml,1,#8A3018
Pro Acryl,MWP-04,Yellow Iron Oxide,Weathering Pigments,37 ml,1,#D09020
Pro Acryl,MWP-05,Unbleached Titanium,Weathering Pigments,37 ml,1,#E8D8B8
Pro Acryl,MWP-06,Raw Sienna,Weathering Pigments,37 ml,1,#C07030
Pro Acryl,MWP-07,Burnt Umber,Weathering Pigments,37 ml,1,#5A3018
Pro Acryl,MWP-08,Raw Umber,Weathering Pigments,37 ml,1,#4A3820
Tamiya,81527,X27 Clear Red,Acrylic Gloss,10 ml,1,#CC1010
Tamiya,87131,Black,Panel Line Accent Color,40 ml,1,#101010
Turbo Dork,TD4DGCSA20,4D Glasses,Turboshift,20 ml,1,#E060B0
Turbo Dork,TDITNCSA20,Ice To Never,Turboshift,20 ml,1,#3060B0
Turbo Dork,TDK015069,4D Glasses,Turboshift,22 ml,1,#E060B0
Turbo Dork,TDK015359,Galaxia,Turboshift,22 ml,1,#6050C0
Turbo Dork,TDK055878,Thinning Medium,,120 ml,1,#E8E8E8
Vallejo,26.517,Gloss Varnish,,60 ml,1,#E8E8E8
Vallejo,26.518,Matt Acrylic Varnish,,60 ml,1,#E8E8E8
Vallejo,26.519,Satin Varnish,,60 ml,1,#E8E8E8
Vallejo,70.603,Ger. Panzer Grey,Surface Primer,17 ml,1,#404858
Vallejo,70.861,Glossy Black,Model Color,17|18 ml,1,#0A0A0A
Vallejo,71.062,Aluminium,Model Air,17 ml,1,#A8B0B4
Vallejo,71.063,Silver RLM01,Model Air,17 ml,1,#C0C8CC
Vallejo,71.064,Chrome,Model Air,17 ml,1,#D0D4D6
Vallejo,71.065,Steel,Model Air,17 ml,1,#707880
Vallejo,71.066,Gold,Model Air,17 ml,1,#C09030
Vallejo,71.067,Bright Brass,Model Air,17 ml,1,#C0A030
Vallejo,71.068,Copper,Model Air,17 ml,1,#B06030
Vallejo,71.069,Rust,Model Air,17 ml,1,#A04820
Vallejo,71.070,Signal Red,Model Air,17 ml,1,#CC1010
Vallejo,71.071,Arctic Blue,Model Air,17 ml,1,#5090C0
Vallejo,71.072,Gungrey / Gun Metal,Model Air,17 ml,1,#505860
Vallejo,71.073,Black,Model Air,17 ml,1,#141414
Vallejo,71.077,Wood,Model Air,17 ml,1,#806040
Vallejo,71.080,Rust,Model Air,17 ml,1,#804020
Vallejo,71.082,Fluorescent Red,Model Air,17 ml,1,#FF1030
Vallejo,71.097,Base Grey / Medium Gunship Gray,Model Air,17 ml,1,#808890
Vallejo,72.001,Dead White,Game Color,17|18 ml,1,#FAFAFA
Vallejo,72.006,Sun Yellow,Game Color,17|18 ml,1,#FFD800
Vallejo,72.008,Orange Fire,Game Color,17|18 ml,1,#FF6600
Vallejo,72.010,Bloody Red,Game Color,17|18 ml,1,#CC1010
Vallejo,72.022,Ultramarine Blue,Game Color,17|18 ml,1,#1A3090
Vallejo,72.028,Dark Green,Game Color,17|18 ml,1,#1A5020
Vallejo,72.030,Goblin Green,Game Color,17|18 ml,1,#40A040
